,text_lemma
1946,bRaaviGupta4 Raavi apology hope understand due circumstance work harxe2x80xa6 httpstcoWMRwMHguWL
1947,bClareLKelly82 Hey Clare get back weve super busy across channelsxe2x80xa6 httpstco5nnuCwFKPJ
1948,bcolhamil Colin dispute process take however dispute case isxe2x80xa6 httpstcocJcZwbcMrK
1949,bbrownstone1892 22 reason try get log Ill see alternative mexe2x80xa6 httpstcohW8KLKUNAo
1950,bbrownstone1892 Carl youre issue get access online account Unfortunately txe2x80xa6 httpstcofXJAR5qu1C
1951,bgavajones Gavin youre able see Have try check online account Nikki
1952,bRussB4 Ive do Russell manage stay strong What would suggest play instead Ill see canxe2x80xa6 httpstco760oiTz1p9
1953,bAmandaM74063824 Just enter 16 digit card number reference dont put space character inxe2x80xa6 httpstco1tkcgr4i7M
1954,bsecondgengamer Hey Pau late reply busy moment youre still need hexe2x80xa6 httpstcoYEJI1cPHrn
1955,bMikeDenaro1 Mikey Ill reply Nikki
1956,bDamnRightUK Mike Sorry secure channel cant help reason yxe2x80xa6 httpstcowXPwltqT1m
1957,bgj4man dont know current service level Depending query relate couldxe2x80xa6 httpstcoY6XqggLQql
1958,bkierans1989 So late reply Kieran incredibly busy moment Ahh see youre lookingxe2x80xa6 httpstcoiabNqehO2U
1959,bbrunokirby 22 day week 8am 8pm 0800 151 0900 pop request write followxe2x80xa6 httpstcoYVY6h0QJD8
1960,bbrunokirby Drew current moment time due Covid19 really busy across al channel especiallxe2x80xa6 httpstcotfhQ0KQtPQ
1961,bAmandaM74063824 Amanda pay via bank secure Were secure channel meant Sorry txe2x80xa6 httpstcoD2RUwYqVxg
1962,bsharky7771 Hey late reply Weve incredibly busy recently appreciate patiencexe2x80xa6 httpstcor3vugNfUff
1963,bRussB4 patience one Russell really glad youve manage get sort Take care stay safe Dan
1964,bLisaJayneDowson Lisa Youll call digital team regard still cannot see Barclaylxe2x80xa6 httpstconUxvAtza8B
1965,bmegalecelectric We raise xc2xa345 moment Chris Ill pas suggestion team though Nikki
1966,bjrw1916 Jennifer send click button Nikki httpstcomPqb4etrYV
1967,bJayeThomas6 Jaye Were look meantime youd like let know whxe2x80xa6 httpstcoykFH7ZLopc
1968,bBlueTreeBiz David youve reply Were try hard deal query quickly poxe2x80xa6 httpstcox6ux16QwHS
1969,bneilwilliams87 22 Due current situation experience high call queue usual moment soxe2x80xa6 httpstcolXlqErv16I
1970,bneilwilliams87 Neil get credit balance transfer back bank account wouldxe2x80xa6 httpstcoy7hmFOgzv1
1971,bOliverO13771028 explain Oliver youre situation keep check linkxe2x80xa6 httpstcoPJr5TeqSKP
1972,brsdrussell keep eye page well update news become available regaxe2x80xa6 httpstcoP7fs4SxHP8
1973,bcandacekendall_ Candace youd like detail call would great Nikki
1974,bburdett_trevor Trevor Sorry late reply come back youll find info thatxe2x80xa6 httpstcoBJEUSmrH7H
1975,bShorny82 Shaun trip cancel due Covid19 take look link explainsxe2x80xa6 httpstcogxQTDXUmqR
1976,b_bethismint Beth update case would call dispute team However due Cxe2x80xa6 httpstcoWIZL9HwB43
1977,bAmandaM74063824 Amanda work message quickly As imagine many moxe2x80xa6 httpstcomy4pThL4X3
1978,bDanSumner16 chellby_1 HI Dan want explain situation Ill see suggest Thanksxe2x80xa6 httpstcohs1BiCLoTc
1979,bCaptainShmit You find website httpstcoslprCvBk3E youre able get print axe2x80xa6 httpstcoyw7YDMGMuk
1980,bRussB4 Russell take long get few team member available well mxe2x80xa6 httpstcoopMCM36zBY
1981,bashiyan Ashiyan Barclaycard UK AskBarclaysUS able address Theyre available 9xe2x80xa6 httpstcopTZotu5YFR
1982,bOliverO13771028 Oliver didnt get help want Can explain happen Nikki
1983,bchellby_1 Hey Richelle well try find way around Nikki
1984,bStevenBarr321 Steven update provide moment You keep date news sxe2x80xa6 httpstcoNekgFjzo1y
1985,bFuran917 Francis trouble online still ongoing try clearinxe2x80xa6 httpstcoWORMza9nOc
1986,bEagleHodgsonM Michael delay phone weve lot customer call support Dxe2x80xa6 httpstco4iYz632Rrf
1987,bfuck_twr youre problem generally manage money youxe2x80x99ll find helpful advice moneyxe2x80xa6 httpstcor1LCmotUEl
1988,bfuck_twr think could financially impact Covid19 call 0800 046 8324 find cxe2x80xa6 httpstcoRiut8mT5Vq
1989,bfuck_twr Hello therennWe wonxe2x80x99t charge late payment cash advance fee 19 March 17 June 202xe2x80xa6 httpstcoEZVCoJs4OC
1990,bliamnunn83 mate youve make 8 hour shift end good news thank Really gladxe2x80xa6 httpstcoaeQDu1bt8C
1991,bliamnunn83 Liam say youd speak digital team hour 8am 8pxe2x80xa6 httpstcoRX2XT3GLDi
1992,bDarrenappleby13 tori_learmonth Darren Apologies due impact Covid19 face high call volumxe2x80xa6 httpstcoAvcHFheHGu
1993,bGiddyPip 22 reply soon please bear Ill see answer youxe2x80xa6 httpstcoj8VmRGeoId
1994,bGiddyPip Apologies Jacqui work hard answer customer query unfortunatxe2x80xa6 httpstcosyeNGgUUNL
1995,bbarryswallow afraid Barry type query would digital team youll speak withxe2x80xa6 httpstcoIUpLZTColC
1996,bgregkozakiewicz 22 know ideal would give call 0800 161 5300 8am 8pm Dan
1997,bgregkozakiewicz Okay Greg thanks let know The people get sort Digital Hexe2x80xa6 httpstcozIVMnN5X6e
1998,bAntsatwit Apple Anthony Sorry late reply come back credit back Barclayxe2x80xa6 httpstcoGrDv2J9wcX
1999,bNinaTW Nina take long come back work hard toxe2x80xa6 httpstcodcxXlySuuu
2000,bwhartland fleetwaytravel SimonCalder Oh bless Wendy really hope get sort soon Takexe2x80xa6 httpstcoqnEfb6Dj3v
2001,bNickWorthingt16 Nick take long come back work hard toxe2x80xa6 httpstcoRNrKQVV5y1
2002,bEmma17Louise_ Ahh see really Something like dealt teaxe2x80xa6 httpstcoSUdDKDsgnh
2003,bTo support customer strand abroad wexe2x80x99re remove nonsterling transaction fee overseas purchasexe2x80xa6 httpstcoizqq1q5QMs
2004,bEIHLMagazine Okay hear there anything help please let know Kristos
2005,bJrosmith hear The address Barclaycard Customer Relations Dept PO Box 9131 51 Saffron Roaxe2x80xa6 httpstcoLkmuUL10LA
2006,bbrionyemma04 Ive drop xf0x9fx98x8a Dean
2007,bWombatTom clarahopscotch Tom staff member man phone help wxe2x80xa6 httpstcoip8erv6Z97
2008,bEIHLMagazine thanks get touch apology hear credit limixe2x80xa6 httpstcoUzaAZ6n5jx
2009,bCMCILV No bother mate stay safe hopefully speak thing less mental xf0x9fx98xa9 Dan
2010,bbrionyemma04 Sorry Briony extremely busy Is specific reason sign thexe2x80xa6 httpstcojCBT0XOLzg
2011,btavish_86 22 youre able leave quieten little would save time hold onxe2x80xa6 httpstcottqOuqImYB
2012,btavish_86 Andy We get credit balance transfer back bank account would needxe2x80xa6 httpstco7hIo6t72ZA
2013,bFilipinoBoy89 Hey regard Barclaycard Germany account youd reach ourxe2x80xa6 httpstcoTNR41KPwkk
2014,bDavidSullivan85 robynskiiiii Okay David glad youve able make payment hopefully thing maxe2x80xa6 httpstcoru3r6HYGUo
2015,bCMCILV Okay case youd call customer service could get one sent honestlyxe2x80xa6 httpstcoY1IZSsxmIw
2016,bDavidSullivan85 robynskiiiii David Sorry late reply manage get end Dan
2017,bMeaningfulTrav1 lastminute_com MartinSLewis ATOLprotected There Sorry take long reply supxe2x80xa6 httpstcoKGEijIRSjW
2018,bphilswinhoe It would still pop post Phil team dont email address Dan
2019,bCMCILV Awesome news okay heres awesome news xf0x9fx98x92 youd speak digital team getxe2x80xa6 httpstco2soHzHlpWu
2020,bDanny8Hull Dan We arrange send fund back however would speak customerxe2x80xa6 httpstco1Q4RMKAciq
2021,bCMCILV Connor please double check date version app check toxe2x80xa6 httpstcoBZz8Ucnbuq
2022,bPhifeP Phil Apologies late reply come back weve snow due Covid19 havxe2x80xa6 httpstcoq8sqzC0rcM
2023,brickyw2017 Ricky Apologies receive form post use link prinxe2x80xa6 httpstcoHPX1hNJ0jd
2024,bDogheads1 Hey thank Tweet This isnt like see Could pop explain littlxe2x80xa6 httpstcolMHlocYUnm
2025,bJoJolittle85 Jodie please try help Dean httpstcomPqb4etrYV
2026,bGwytherDavid Hey Dave drop confirm wifes name postcode please Dean httpstcomPqb4etrYV
2027,bScam alert xe2x9axa0xefxb8x8f Fraudsters impersonate government health body fake text message coronavirus Ifxe2x80xa6 httpstcopyZak4h6ZN
2028,bHaribocheeks Cara delay reply Have manage get resolve Dean
2029,bSejliL Hey thank message huge apology long wait busy due impact oxe2x80xa6 httpstcoUAbylSqxHa
2030,bLuvCollectables Hey thanks get touch huge apology long wait busy due txe2x80xa6 httpstcoZcyd3bsbyi
2031,bMschristinarose Christina delay As imagine weve lot customer call sxe2x80xa6 httpstcoIfdgwTFT7s
2032,bThomasjtaylor92 Not sure problem Thomas send quick postcode phone numxe2x80xa6 httpstcoIk9xLvsGEN
2033,bscorpiogirl3875 Vicky get error message Can detail along yoxe2x80xa6 httpstcobzwb67MEbF
2034,bunder_toned Hey Wendy sort yet Sorry weve touch extremely busy moment Dean
2035,bPaulJTucker Hey Paul reply Have manage get sort yet Dean
2036,bFlahute66 Sorry David manaeged get sort Dean
2037,bstem_maths want send quick postcode phone number Ill see somethinxe2x80xa6 httpstcoSdx3SYnlLo
2038,bzakcb1 Zak havent manage get please send let know andxe2x80xa6 httpstcoVf1DQqS8EK
2039,bSweetpeaInfo Lines open every day 9am 9pm nnIf youre problem generally manage youxe2x80xa6 httpstcoLL9MeNIvbo
2040,bSweetpeaInfo wonxe2x80x99t charge late payment cash advance fee 19 March 17 June 202xe2x80xa6 httpstcoQ5TfgIe2Se
2041,bpaulystew1 What trouble Paul Dean
2042,bkcajrum Jack delay call Weve lot customer call support right Dixe2x80xa6 httpstcoapxPBcQLJX
2043,bmonie4112 Simone extremely busy moment Are still trouble Dean
2044,bCaptainShmit Hey delay reply You raise dispute transaction youd like tooxe2x80xa6 httpstcoQmHlQrmBcS
2045,bstem_maths Apologies extremely busy present Have manage get sort Is therexe2x80xa6 httpstcoc6EdF1Fdvh
2046,btimbald youre problem generally manage money youxe2x80x99ll find helpful advice moneyxe2x80xa6 httpstcoZnUuNI7era
2047,btimbald Tim look way help customer Stopping interest something do bxe2x80xa6 httpstcooddY0NaR7W
2048,bmattyydale Matty reply talk disputing Just go toxe2x80xa6 httpstcoJN1bS1V9Oa
2049,bakprasad Anup understand youd worry app youll able block thexe2x80xa6 httpstcoDaqtbsYkNS
2050,bzoewakeling Apologies Zoe hopefully soon apology Dean
2051,bfoyz2 Sorry manage sort Were busy present unfortunately Dean
2052,bzoewakeling Unfortunately specific reason sign moment Dean
2053,bzoewakeling Sorry hear Zoe manage get sort yet Dean
2054,bGains_Malone Paul Ixe2x80x99m never arrive That afraid may nxe2x80xa6 httpstco50faEKIDha
2055,bBenDaSilva1992 Ben reply wait speak able arrangexe2x80xa6 httpstcoWcBQYPTEd0
2056,bA137HEA Aletha really reply Id like check alternative log Ifxe2x80xa6 httpstcoPKmjgCpoJo
2057,bsophie_runs Soph delay reply extremely busy moment Wed usually extend thesexe2x80xa6 httpstcoIdcI6iBKIp
2058,bggserge understand youre come assure best get back Ixe2x80xa6 httpstcoKz65J8Rc2r
2059,bRich_Erd Hey Richard please pop chat detail high character limit Rach
2060,bkurt_kurty Kurt Weve really busy recently great hear hapxe2x80xa6 httpstcoe2IiW89ykV
2061,bggserge Sergio global restriction place teams arent available moment otxe2x80xa6 httpstcoT5wVwUbRTm
2062,bRyanLaurenson Hey Ryan thanks Tweet get hope get sortedxe2x80xa6 httpstcoufsRijvEAO
2063,bjosh_stead Joshua really hold long get sort end Amiee
2064,bOhMyGoddard Jade take long reply weve mega busy youd like send Dxe2x80xa6 httpstcoP3CeqwLUiU
2065,bambergrindle Amber Can tell bit please youve advxe2x80xa6 httpstcokVVRlbiA27
2066,bworldwearyguy 22 wonxe2x80x99t charge late payment cash advance fee Wexe2x80x99ll take care donxe2x80x99txe2x80xa6 httpstco3fjDPpwBG2
2067,bworldwearyguy Sorry get back Did manage get payment youllxe2x80xa6 httpstco4nVofc5ylO
2068,blovsssssss Pop across help step raise hope youre keep well Paul 22
2069,blovsssssss hear travel plan impact Wed recommend get touch yourxe2x80xa6 httpstcozOk2fRWM48
2070,blucymazx We dont specific timescale postal request extremely busy moment teamxe2x80xa6 httpstcoPZ7qmYQWLC
2071,blucymazx Lucy havent receive refund expect Payments card usually take arouxe2x80xa6 httpstco5O4eDC64t0
2072,baluminiumfrank Apologies assure answer phone everything deal wixe2x80xa6 httpstcoZpFfMMEPwQ
2073,bChrisPluck91 trouble use phone service aware hope yxe2x80xa6 httpstcoPap2IgxRbU
2074,bLaurynPryde With global restriction place teams arent available moment others arxe2x80xa6 httpstco9IsSVCxeba
2075,blewisjdoyle Lewis obviously dont want lose try best help many custxe2x80xa6 httpstcoLsH7NbXeKp
2076,bTomStannard10 Powellfotograf Tom really youll speak digital team gxe2x80xa6 httpstco3UZqut96cf
2077,bBeckyPearse Rebecca youre issue log account Can please send andxe2x80xa6 httpstcoPCksFggicP
2078,bSarnieArmy Emma17Louise_ letting know Amy really call queue moment butxe2x80xa6 httpstco7dE8t9U2mK
2079,bchellemacgill Chelle receiving lot call today imagine What speak please Jord
2080,bwend_jones Wendy unfortunately long wait call moment What speakxe2x80xa6 httpstcoc8qKAiK7Ij
2081,baaliyahdeanne Lili delay call weve lot customer call support right nxe2x80xa6 httpstcox6cKkpXix4
2082,bMorris2906 You send secure message online account Morris youd like talk privately youxe2x80xa6 httpstcomJVZykqmRi
2083,bYou use contactless card payment purchase xc2xa345 nnWe hope help make payment exe2x80xa6 httpstco982fU8aiYQ
2084,bLuciousXVIII Travel_Up thanks message There isnt email team youve raise thixe2x80xa6 httpstco7Sa9ir9qrB
2085,btori_learmonth Victoria pop let know call Brogan
2086,bt77nge get back Ange work reduced staff Did apply forxe2x80xa6 httpstcow74TFbnq3i
2087,bNoWayMan73 much letting know The team currently available telephone arxe2x80xa6 httpstcoS2E0GWs1dL
2088,bthespinnerG There apologies open take call however busy ever less staff mxe2x80xa6 httpstcodNzwyWxHHL
2089,bFrancesca95_ Fran Apologies extremely busy few staff member available due impact ofxe2x80xa6 httpstco9Wuj8BIgi5
2090,bSuffolkHarpist Sorry hear Xenia speak digital team reagrding issue thexe2x80xa6 httpstcoz1ZvzhFivg
2091,bMarlonDWSmith Marlon Apologies work quickly limited staff member due Covid19xe2x80xa6 httpstcoqGjYNyQP3l
2092,bFatherHux Craig reply We would speak securely unlock accouxe2x80xa6 httpstcowqiXWqhyNX
2093,bscottmccarthy79 Apologies Scott experience high call volume normal due Covid19 You would neexe2x80xa6 httpstcoWxk52YbIzb
2094,bxVenthx Hannah Apologies extremely busy less team member due impact Covid19 yoxe2x80xa6 httpstcoNIKPzIyOO6
2095,bcphelan Chris really current climate call queue really busy Id probaxe2x80xa6 httpstcoXwQmdB992W
2096,bsenorfrog82 Will hear issue face try get pay yoixe2x80xa6 httpstco5dWcHffF5R
2097,bsrpnor Steve download form send back Check link httpstcoO2v1FoFjWV Nikki
2098,bMrsVonnyJohnson Yvonne reply really wait speak Havexe2x80xa6 httpstcoxk2FbgHdNq
2099,bDr_Jeeves youre hold go reply help Nikki
2100,bebonyminx Its definitely something wed Ebony Can send screenshot Nikki httpstcomPqb4etrYV
2101,biamemilymatthew Hey Emily app order new card without give call Dan
2102,bClearyKyle Kyle take look loink may help httpstcoYVE6ErSn03 Dan
2103,bSiege_Perilous Patrina reply really wait speak Havexe2x80xa6 httpstcoWtSGGDoW1K
2104,bJuliansDead Jul answer many call right Due impact Covid19 abxe2x80xa6 httpstcoYNFB7qZgSi
2105,bgingegem22 Gemma really hear work hard get call queue sxe2x80xa6 httpstcovuxdV6iEEU
2106,bjustmeinnit 22 Due current situation experience high call queue usual moment ifxe2x80xa6 httpstcoeHJm80QRD5
2107,bjustmeinnit Kel get credit balance transfer back bank account would needxe2x80xa6 httpstcoxjp1v4clD6
2108,bpaulblackhawk Paul thousand customer try call various reason oxe2x80xa6 httpstcor2Ir4soDXt
2109,bChrisTarry85 22 Due current situation experience high call queue usual moment ixe2x80xa6 httpstcojsIxerM2vt
2110,bChrisTarry85 explain Chris We get credit balance transfer back bank account forxe2x80xa6 httpstcob6P6GzBqLz
2111,bmandypops40 Mandy reply really wait speak Have youxe2x80xa6 httpstcood4ccNWamA
2112,bHailey_OM 22we would speak order Due current situation experixe2x80xa6 httpstcoY2IiODRv31
2113,bnevetsnotrom Steve confirm PIN send post would txe2x80xa6 httpstcoGHLvUU6Kun
2114,bHailey_OM Were charge withdraw cash moment Hailey balance account itxe2x80xa6 httpstco4qWxJSamY1
2115,bCollesa Collesa team work claim quick We able specify timescalexe2x80xa6 httpstcoyvBlVfv2AS
2116,bfearnballs Peter team work hard service call due current situaiton wexe2x80xa6 httpstcofQBrhe268Z
2117,bHemantSurana10 Hemant charge late payment currently long minimum payment reach wxe2x80xa6 httpstco1wsaqVE8h2
2118,bvalentinaiannec No one ignore Valentina We many customer need speak right noxe2x80xa6 httpstcoQoPPOw5nzm
2119,bMcCoistAndy Hello Ray wait time get right long reduced number staff anxe2x80xa6 httpstcok8YhqZOyND
2120,bkhrys01 Christopher see colleague get back little ago glad manage getxe2x80xa6 httpstco2qq9OEa09M
2121,bdavenportsevent 22 For anyone able make minimum payment late otherwise Id recommend speaxe2x80xa6 httpstcoAZHGdwhkG3
2122,bdavenportsevent UK personal card payment break We charge fee customxe2x80xa6 httpstcooaeIRxRxeX
2123,bRichie__Ryan Richie UK US customer Nikki
2124,bHemantSurana10 Hemant team reply soon theyre able Were receive many query usuaxe2x80xa6 httpstcoy36sSdCKii
2125,bChelseageezer99 We able arrange callback security reason Also due Covid 19 telephonexe2x80xa6 httpstco1jzg93GxPY
2126,bDavidgaller13 please continue try one agent absolute best answer quicklyxe2x80xa6 httpstcoFI9PhRcioS
2127,bDavidgaller13 Hello David late reply wait time call Due Covid 19 woxe2x80xa6 httpstcoZW4vyH1oX5
2128,b_DaM Hello Drew queue time app online access make txe2x80xa6 httpstcoA2v1JCVwEo
2129,bMichaelGrundy Sorry cut Have manage get back Andy
2130,bLauraperito In term freeze payment would speak team phone see sometxe2x80xa6 httpstcoqkY2nEhPYm
2131,bicklenelly Online Team currently unavailable due Covid 19 You still call use ourxe2x80xa6 httpstcoThMZ9pIiTX
2132,bWillettLuke Hello Luke late reply phone line busy due current event Pleasexe2x80xa6 httpstcoFIHUZt0X4X
